CONTROL,REGION,SHIPMONTH,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLED,JLOCATION,JFOUNDATION,JSECURED
1411285,2,201411,2,4.704545455,1.033909191,1,143000,2400,3,9,9,9,9,I,I,I,I,9,9,9,9
1411286,2,201411,2,4.704545455,1.033909191,2,62800,1280,3,3,1,3,1,I,I,I,I,I,I,I,I
1411287,4,201411,2,6.468421053,1.033909191,1,80000,1560,3,9,9,9,9,R,R,R,R,9,9,9,9
1411288,3,201411,1,35.014285714,0.912223556,2,52500,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1411289,3,201411,1,35.014285714,0.912223556,2,29100,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1411290,2,201411,1,9.409090909,0.912223556,2,41200,1024,1,2,1,2,1,I,I,I,I,I,I,I,I
1411291,3,201411,2,17.507142857,1.033909191,2,131700,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
1411292,3,201411,2,17.507142857,1.033909191,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411293,3,201411,2,17.507142857,1.033909191,1,78400,1760,3,9,9,9,9,I,I,I,I,9,9,9,9
1411294,3,201411,2,17.507142857,1.033909191,1,41400,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1411295,3,201411,1,35.014285714,0.912223556,2,54200,1216,3,1,3,3,1,R,R,R,R,R,R,R,R
1411296,3,201411,2,17.507142857,1.033909191,1,131700,2176,3,9,9,9,9,R,R,R,R,9,9,9,9
1411297,1,201411,2,4.025,1.033909191,1,89000,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1411298,3,201411,2,17.507142857,1.033909191,2,131700,2040,3,1,3,3,1,R,R,R,R,R,R,R,R
1411299,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411300,2,201411,1,9.409090909,0.912223556,2,48500,1120,3,2,1,2,1,I,I,I,I,I,I,I,I
1411301,2,201411,1,9.409090909,0.912223556,2,33900,700,1,1,1,1,9,R,R,R,R,R,R,R,R
1411302,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411303,2,201411,2,4.704545455,1.033909191,2,59100,1792,3,1,3,1,9,R,R,R,R,R,R,R,R
1411304,3,201411,2,17.507142857,1.033909191,1,102000,2500,3,9,9,9,9,R,I,R,R,9,9,9,9
1411305,5,201411,3,4.312280702,1.033909191,1,102800,1664,3,9,9,9,9,R,I,I,I,9,9,9,9
1411306,1,201411,2,4.025,1.033909191,2,53300,1344,3,1,1,1,9,R,R,R,R,R,R,R,R
1411307,2,201411,2,4.704545455,1.033909191,1,67600,1344,3,9,9,9,9,I,I,I,I,9,9,9,9
1411308,1,201411,2,4.025,1.033909191,2,125200,1736,1,2,3,1,9,I,I,I,I,I,I,I,R
1411309,3,201411,1,35.014285714,0.912223556,2,36600,896,1,2,3,3,1,R,R,R,R,R,R,R,R
1411310,2,201411,2,4.704545455,1.033909191,2,73000,1680,3,3,1,2,1,R,R,R,R,R,R,R,R
1411311,2,201411,1,9.409090909,0.912223556,2,38000,700,3,2,1,3,1,R,R,R,R,R,R,R,R
1411312,4,201411,1,12.936842105,0.912223556,1,42000,840,1,9,9,9,9,R,R,R,R,9,9,9,9
1411313,2,201411,2,4.704545455,1.033909191,2,67600,1344,3,3,1,3,1,I,I,I,I,I,I,I,I
1411314,1,201411,2,4.025,1.033909191,2,85800,1344,3,2,3,3,1,R,R,R,R,R,R,R,R
1411315,3,201411,2,17.507142857,1.033909191,2,93600,1920,3,2,3,1,9,R,R,R,R,R,R,R,R
1411316,5,201411,3,11.671428571,1.033909191,1,149000,2340,3,9,9,9,9,R,R,R,R,9,9,9,9
1411317,1,201411,1,8.05,0.912223556,2,84600,980,1,2,1,2,1,R,R,R,R,R,R,R,R
1411318,4,201411,2,6.468421053,1.033909191,2,96200,1512,3,2,1,2,1,R,R,R,R,R,R,R,R
1411319,4,201411,2,6.468421053,1.033909191,1,68200,900,1,9,9,9,9,I,I,I,I,9,9,9,9
1411320,4,201411,2,6.468421053,1.033909191,1,74000,1232,3,9,9,9,9,R,R,R,R,9,9,9,9
1411321,2,201411,2,4.704545455,1.033909191,2,91000,1920,3,2,3,3,1,R,R,R,R,R,R,R,R
1411322,3,201411,2,17.507142857,1.033909191,2,71000,1456,3,2,1,3,1,R,R,R,R,R,R,R,R
1411323,4,201411,2,6.468421053,1.033909191,2,105700,1736,3,2,1,1,9,I,I,I,I,I,I,I,R
1411324,2,201411,1,9.409090909,0.912223556,2,67100,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1411325,2,201411,2,4.704545455,1.033909191,2,67600,1344,3,2,1,1,9,I,I,I,I,I,I,I,R
1411326,2,201411,2,4.704545455,1.033909191,1,93100,1680,3,9,9,9,9,R,I,I,I,9,9,9,9
1411327,3,201411,2,17.507142857,1.033909191,1,60000,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1411328,4,201411,2,6.468421053,1.033909191,2,101100,1620,3,2,1,3,1,I,I,I,I,I,I,I,I
1411329,3,201411,2,6.468421053,1.033909191,2,106500,2500,3,2,3,1,9,I,I,I,I,I,I,I,R
1411330,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411331,2,201411,2,4.704545455,1.033909191,1,143000,2400,3,9,9,9,9,R,R,R,R,9,9,9,9
1411332,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411333,4,201411,2,6.468421053,1.033909191,2,95600,1664,3,2,1,2,1,R,R,R,R,R,R,R,R
1411334,4,201411,2,6.468421053,1.033909191,2,78400,1056,1,3,1,3,1,I,I,I,I,I,I,I,I
1411335,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411336,2,201411,2,4.704545455,1.033909191,1,76100,1456,3,9,9,9,9,I,I,I,I,9,9,9,9
1411337,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411338,4,201411,2,6.468421053,1.033909191,2,43200,1056,1,2,3,3,1,R,R,R,R,R,R,R,R
1411339,2,201411,2,4.704545455,1.033909191,1,52000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
1411340,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411341,2,201411,1,9.409090909,0.912223556,2,48500,1120,3,2,1,2,1,I,I,I,I,I,I,I,I
1411342,3,201411,2,17.507142857,1.033909191,1,53000,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1411343,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411344,4,201411,2,6.468421053,1.033909191,2,99000,1568,3,2,1,2,1,I,I,I,I,I,I,I,I
1411345,3,201411,2,17.507142857,1.033909191,2,60100,1232,1,2,3,3,1,R,R,R,R,R,R,R,R
1411346,2,201411,2,4.704545455,1.033909191,2,143000,2400,3,1,3,3,1,R,R,R,R,R,R,R,R
1411347,3,201411,2,17.507142857,1.033909191,1,81900,2112,3,9,9,9,9,R,R,R,R,9,9,9,9
1411348,4,201411,2,6.468421053,1.033909191,2,86600,1404,3,1,3,1,9,R,R,R,R,R,R,R,R
1411349,3,201411,2,17.507142857,1.033909191,2,117400,2048,3,2,3,3,1,R,R,R,R,R,R,R,R
1411350,3,201411,2,17.507142857,1.033909191,2,99000,2048,3,2,3,3,1,R,R,R,R,R,R,R,R
1411351,4,201411,2,6.468421053,1.033909191,2,61500,1404,3,2,3,3,1,R,R,R,R,R,R,R,R
1411352,3,201411,1,35.014285714,0.912223556,1,37000,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1411353,3,201411,1,35.014285714,0.912223556,2,36000,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1411354,4,201411,2,6.468421053,1.033909191,2,88100,1296,3,2,3,2,1,I,I,I,I,I,I,I,I
1411355,4,201411,2,6.4684,1.033909191,2,102800,1664,3,2,1,3,1,I,I,I,I,I,I,I,I
1411356,2,201411,2,4.704545455,1.033909191,1,47000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1411357,1,201411,2,4.025,1.033909191,2,41500,1232,3,2,3,1,9,R,R,R,R,R,R,R,R
1411358,3,201411,1,35.014285714,0.912223556,2,38500,1280,3,1,3,3,1,R,R,R,R,R,R,R,R
1411359,3,201411,2,17.507142857,1.033909191,1,65700,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1411360,4,201411,2,6.468421053,1.033909191,2,185900,1782,3,2,1,3,1,R,R,R,R,R,R,R,R
1411361,3,201411,2,17.507142857,1.033909191,1,78600,1904,3,9,9,9,9,R,R,R,R,9,9,9,9
1411362,4,201411,2,6.468421053,1.033909191,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411363,2,201411,2,4.704545455,1.033909191,2,143000,1680,3,3,3,1,9,R,R,R,R,R,R,R,R
1411364,2,201411,2,4.704545455,1.033909191,2,78000,1680,3,2,1,3,1,R,R,R,R,R,I,R,R
1411365,1,201411,2,4.025,1.033909191,2,125000,1512,3,2,1,2,1,R,R,R,R,R,R,R,R
1411366,1,201411,2,4.025,1.033909191,2,66800,1344,3,2,3,1,9,R,R,R,R,R,R,R,R
1411367,4,201411,2,6.468421053,1.033909191,2,99000,1568,3,2,1,1,9,I,I,I,I,I,I,I,R
1411368,2,201411,2,4.704545455,1.033909191,1,110100,1904,3,9,9,9,9,R,I,I,I,9,9,9,9
1411369,3,201411,2,17.507142857,1.033909191,2,77500,1680,3,1,1,3,1,R,R,R,R,R,R,R,R
1411370,3,201411,2,17.507142857,1.033909191,2,41400,1000,3,2,3,1,9,R,R,R,R,R,R,R,R
1411371,2,201411,2,4.704545455,1.033909191,2,92700,1680,3,2,1,3,1,R,R,R,R,R,R,R,R
1411372,3,201411,2,17.507142857,1.033909191,1,54400,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1411373,2,201411,2,4.704545455,1.033909191,1,89100,1920,3,9,9,9,9,R,R,R,R,9,9,9,9
1411374,2,201411,2,4.704545455,1.033909191,2,66700,1188,3,1,3,2,1,R,R,R,R,R,R,R,R
1411375,3,201411,2,17.507142857,1.033909191,1,118000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
1411376,2,201411,1,9.409090909,0.912223556,1,55800,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1411377,4,201411,2,6.468421053,1.033909191,2,78400,1056,1,2,3,1,9,I,I,I,I,I,I,I,R
1411378,3,201411,2,4.025,1.033909191,1,60400,1248,3,9,9,9,9,I,I,I,I,9,9,9,9
1411379,4,201411,2,6.468421053,1.033909191,2,80000,900,1,2,1,2,1,R,R,R,R,R,R,R,R
1411380,2,201411,1,9.409090909,0.912223556,2,55800,1216,3,3,1,1,9,I,I,I,I,I,I,I,R
1411381,3,201411,2,17.507142857,1.033909191,2,75600,1680,3,2,3,1,9,R,I,I,I,I,I,I,R
1411382,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411383,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411384,2,201411,2,4.704545455,1.033909191,1,39500,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1411385,3,201411,1,35.014285714,0.912223556,1,42000,1152,3,9,9,9,9,R,R,R,R,9,9,9,9
1411386,1,201411,2,4.025,1.033909191,2,41500,1000,1,1,1,2,1,R,I,R,R,I,R,R,R
1411387,3,201411,1,35.014285714,0.912223556,1,46500,1080,3,9,9,9,9,R,R,R,R,9,9,9,9
1411388,4,201411,2,6.468421053,1.033909191,2,73900,1056,1,2,1,3,1,R,R,R,R,R,R,R,R
1411389,4,201411,1,12.936842105,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411390,2,201411,1,9.409090909,0.912223556,1,30000,700,1,9,9,9,9,R,R,R,R,9,9,9,9
1411391,3,201411,2,17.507142857,1.033909191,1,71600,1568,3,9,9,9,9,I,I,I,I,9,9,9,9
1411392,3,201411,2,17.507142857,1.033909191,1,50300,1000,3,9,9,9,9,R,I,I,I,9,9,9,9
1411393,4,201411,2,6.468421053,1.033909191,1,88100,1296,3,9,9,9,9,R,I,R,R,9,9,9,9
1411394,4,201411,2,6.468421053,1.033909191,2,92400,1404,3,2,3,1,9,I,I,I,I,I,I,I,R
1411395,3,201411,2,17.507142857,1.033909191,2,90000,2176,3,2,3,3,1,R,R,R,R,R,R,R,R
1411396,2,201411,1,9.409090909,0.912223556,2,43600,1056,3,2,1,3,1,I,I,I,I,I,I,I,I
1411397,1,201411,2,4.025,1.033909191,2,131800,1792,3,2,1,3,1,R,I,R,R,R,R,R,R
1411398,2,201411,2,4.704545455,1.033909191,2,92000,1344,3,2,3,3,1,R,R,R,R,R,R,R,R
1411399,3,201411,2,17.507142857,1.033909191,1,79900,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1411400,2,201411,2,4.704545455,1.033909191,2,101600,1792,3,3,1,2,1,I,I,I,I,I,I,I,I
1411401,3,201411,1,35.014285714,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411402,1,201411,2,4.025,1.033909191,2,228600,1736,1,2,1,1,9,R,R,R,R,R,R,R,R
1411403,3,201411,1,8.05,0.912223556,1,42200,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1411404,4,201411,2,6.468421053,1.033909191,2,99700,900,1,2,1,3,1,R,R,R,R,R,R,R,R
1411405,4,201411,2,6.468421053,1.033909191,1,43200,1248,3,9,9,9,9,R,R,R,R,9,9,9,9
1411406,3,201411,2,17.507142857,1.033909191,1,50400,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1411407,3,201411,1,35.014285714,0.912223556,2,35000,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1411408,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411409,4,201411,2,6.468421053,1.033909191,2,73200,1392,3,3,3,1,9,R,R,R,R,R,R,R,R
1411410,3,201411,2,17.507142857,1.033909191,2,50200,1456,3,2,3,3,1,R,R,R,R,R,R,R,R
1411411,1,201411,1,8.05,0.912223556,1,84600,1216,3,9,9,9,9,R,I,R,R,9,9,9,9
1411412,3,201411,2,17.507142857,1.033909191,1,75600,1680,3,9,9,9,9,R,I,I,I,9,9,9,9
1411413,3,201411,1,35.014285714,0.912223556,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
1411414,4,201411,2,6.468421053,1.033909191,2,74800,1560,1,2,1,3,1,R,R,R,R,R,R,R,R
1411415,4,201411,2,6.468421053,1.033909191,2,106000,900,1,2,1,3,1,R,R,R,R,R,R,R,R
1411416,5,201411,3,4.312280702,1.033909191,2,206800,2840,3,2,3,1,9,R,R,R,R,R,R,R,R
1411417,2,201411,2,4.704545455,1.033909191,2,55800,1188,3,2,1,1,9,I,I,I,I,I,I,I,R
1411418,4,201411,1,12.936842105,0.912223556,2,43600,1300,3,2,1,3,1,R,R,R,R,R,R,R,R
1411419,3,201411,2,17.507142857,1.033909191,1,69900,1904,3,9,9,9,9,R,R,R,R,9,9,9,9
1411420,3,201411,1,35.014285714,0.912223556,1,31000,896,1,9,9,9,9,I,I,I,I,9,9,9,9
1411421,4,201411,2,6.468421053,1.033909191,2,59700,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
1411422,4,201411,2,6.468421053,1.033909191,1,104000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1411423,2,201411,1,9.4091,0.912223556,1,36400,960,1,9,9,9,9,I,I,I,I,9,9,9,9
1411424,3,201411,1,1.0,0.912223556,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411425,1,201411,2,4.025,1.033909191,2,99000,1512,3,2,1,2,1,I,I,I,I,I,I,I,I
1411426,3,201411,2,17.507142857,1.033909191,2,131700,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
1411427,3,201411,2,17.507142857,1.033909191,2,60100,1624,3,2,3,3,1,R,R,R,R,R,R,R,R
1411428,3,201411,2,17.507142857,1.033909191,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411429,3,201411,1,35.014285714,0.912223556,2,32900,1216,3,3,1,3,1,R,R,R,R,R,R,R,R
1411430,1,201411,2,4.025,1.033909191,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1411431,2,201411,1,9.409090909,0.912223556,2,48000,1056,3,2,1,1,9,R,R,R,R,R,R,R,R
1411432,3,201411,1,35.014285714,0.912223556,2,37700,896,1,2,3,3,1,R,R,R,R,R,R,R,R
1411433,1,201411,2,4.025,1.033909191,2,81700,1512,3,2,1,3,1,R,R,R,R,R,R,R,R
1411434,4,201411,1,12.936842105,0.912223556,2,32100,728,1,2,1,3,1,R,R,R,R,R,R,R,R
1411435,2,201411,2,4.704545455,1.033909191,1,93100,1680,3,9,9,9,9,I,I,I,I,9,9,9,9
1411436,2,201411,1,9.409090909,0.912223556,1,59000,1064,3,9,9,9,9,R,R,R,R,9,9,9,9
1411437,3,201411,1,35.014285714,0.912223556,2,29200,700,1,2,3,3,1,R,R,R,R,R,R,R,R
1411438,4,201411,2,6.468421053,1.033909191,2,185900,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1411439,4,201411,2,6.468421053,1.033909191,2,99000,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
1411440,3,201411,1,35.014285714,0.912223556,1,66600,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
1411441,4,201411,2,6.468421053,1.033909191,2,145200,2500,3,2,3,1,9,I,I,I,I,I,I,I,R
1412001,3,201412,1,35.15,1.040822726,1,38900,896,1,9,9,9,9,R,R,R,R,9,9,9,9
1412002,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412003,3,201412,1,35.15,1.040822726,1,66600,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
1412004,4,201412,2,5.7,0.9720759,2,76200,1680,3,2,3,1,9,R,R,R,R,R,R,R,R
1412005,3,201412,2,17.575,0.9720759,1,41400,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1412006,1,201412,2,5.45,0.9720759,1,99900,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1412007,4,201412,2,5.7,0.9720759,2,88700,1701,3,2,3,1,9,R,R,R,R,R,R,R,R
1412008,4,201412,2,5.7,0.9720759,2,67600,1188,3,2,1,3,1,I,I,I,I,I,I,I,I
1412009,3,201412,2,17.575,0.9720759,2,77400,1680,3,2,3,3,1,R,R,R,R,R,R,R,R
1412010,1,201412,2,2.725,0.9720759,1,74900,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1412011,2,201412,1,8.118181818,1.040822726,2,34900,924,3,2,1,3,1,R,R,R,R,R,R,R,R
1412012,2,201412,1,8.118181818,1.040822726,2,38800,1056,3,1,1,1,9,R,R,R,R,R,R,R,R
1412013,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412014,3,201412,2,17.575,0.9720759,2,97000,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
1412015,1,201412,2,2.725,0.9720759,2,76000,1456,3,2,3,2,1,I,I,I,I,I,I,I,I
1412016,2,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412017,5,201412,3,3.8,0.9720759,2,186000,2800,3,1,3,1,9,R,R,R,R,R,R,R,R
1412018,1,201412,2,2.725,0.9720759,1,86600,1792,3,9,9,9,9,I,I,I,I,9,9,9,9
1412019,3,201412,2,17.575,0.9720759,2,85100,1904,3,2,3,3,1,R,R,R,R,R,R,R,R
1412020,1,201412,2,2.725,0.9720759,2,66000,1080,3,2,1,3,1,R,R,R,R,R,R,R,R
1412021,1,201412,2,2.725,0.9720759,1,82900,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1412022,2,201412,1,8.118181818,1.040822726,1,46500,1056,3,9,9,9,9,I,I,I,I,9,9,9,9
1412023,4,201412,2,5.7,0.9720759,2,96100,1188,3,2,3,1,9,R,R,R,R,R,R,R,R
1412024,1,201412,1,5.45,1.040822726,2,56900,1216,1,2,1,3,1,R,R,R,R,R,R,R,R
1412025,2,201412,2,4.059090909,0.9720759,2,74400,1176,1,2,1,3,1,R,R,R,R,R,R,R,R
1412026,3,201412,2,17.575,0.9720759,2,90600,1920,3,2,3,2,1,I,I,I,I,I,I,I,I
1412027,3,201412,1,35.15,1.040822726,1,24500,896,1,9,9,9,9,R,R,R,R,9,9,9,9
1412028,4,201412,2,5.7,0.9720759,2,113600,1232,3,2,3,1,9,R,R,R,R,R,R,R,R
1412029,3,201412,1,35.15,1.040822726,1,24500,864,1,9,9,9,9,R,R,R,R,9,9,9,9
1412030,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412031,1,201412,2,2.725,0.9720759,2,86800,1680,3,2,3,1,9,R,R,R,R,R,R,R,R
1412032,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412033,4,201412,2,5.7,0.9720759,2,185900,1512,3,2,1,2,1,R,R,R,R,R,R,R,R
1412034,3,201412,2,17.575,0.9720759,2,97100,2128,3,3,3,2,1,R,I,I,I,I,I,I,I
1412035,2,201412,2,4.059090909,0.9720759,1,81300,1624,3,9,9,9,9,I,I,I,I,9,9,9,9
1412036,1,201412,1,5.45,1.040822726,2,50000,1120,1,2,1,2,1,R,R,R,R,R,R,I,I
1412037,5,201412,3,3.8,0.9720759,2,76000,1456,3,2,3,3,1,I,I,I,I,I,I,I,I
1412038,3,201412,2,17.575,0.9720759,2,83200,2048,3,2,3,3,1,R,R,R,R,R,R,R,R
1412039,2,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412040,4,201412,2,5.7,0.9720759,2,84500,1836,3,1,3,1,9,R,R,R,R,R,R,R,R
1412041,2,201412,1,8.118181818,1.040822726,2,39900,1216,3,2,1,1,9,R,R,R,R,R,R,R,R
1412042,3,201412,1,35.15,1.040822726,1,66600,700,1,9,9,9,9,R,R,R,R,9,9,9,9
1412043,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412044,4,201412,1,11.4,1.040822726,1,65000,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1412045,2,201412,2,4.059090909,0.9720759,1,50000,1344,3,9,9,9,9,R,R,I,I,9,9,9,9
1412046,3,201412,2,17.575,0.9720759,1,41400,1904,3,9,9,9,9,R,R,R,R,9,9,9,9
1412047,2,201412,2,4.059090909,0.9720759,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412048,2,201412,2,4.059090909,0.9720759,1,143000,2400,3,9,9,9,9,R,R,R,R,9,9,9,9
1412049,3,201412,2,17.575,0.9720759,2,73000,1920,3,2,3,3,1,R,R,R,R,R,R,R,R
1412050,2,201412,1,8.118181818,1.040822726,1,51500,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1412051,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412052,4,201412,2,5.7,0.9720759,2,107000,1404,3,2,1,3,1,R,R,R,R,R,R,R,R
1412053,2,201412,2,4.059090909,0.9720759,1,57000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1412054,3,201412,2,17.575,0.9720759,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412055,4,201412,2,5.7,0.9720759,2,82900,1904,3,2,3,3,1,R,R,R,R,R,R,R,R
1412056,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412057,1,201412,2,2.725,0.9720759,2,73500,1232,3,1,1,1,9,R,R,R,R,R,R,R,R
1412058,3,201412,2,17.575,0.9720759,1,85000,2176,3,9,9,9,9,R,R,R,R,9,9,9,9
1412059,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412060,3,201412,2,17.575,0.9720759,2,41400,1000,3,2,3,3,1,R,R,R,R,R,R,R,R
1412061,3,201412,1,35.15,1.040822726,2,35700,1064,3,2,3,3,1,R,R,R,R,R,R,R,R
1412062,4,201412,2,5.7,0.9720759,2,76000,1456,3,2,3,3,1,I,I,I,I,I,I,I,I
1412063,4,201412,2,5.7,0.9720759,2,85400,1755,3,2,3,3,1,I,I,I,I,I,I,I,I
1412064,1,201412,1,5.45,1.040822726,2,42400,928,1,2,1,3,1,I,I,I,I,I,I,I,I
1412065,1,201412,2,2.725,0.9720759,2,83000,1680,3,1,1,1,9,I,I,I,I,I,I,I,R
1412066,3,201412,2,17.575,0.9720759,2,64300,1408,3,2,1,1,9,R,R,R,R,R,R,R,R
1412067,2,201412,2,4.059090909,0.9720759,1,59700,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1412068,2,201412,1,8.118181818,1.040822726,2,51500,1216,3,1,1,2,1,I,I,I,I,I,I,I,I
1412069,1,201412,2,2.725,0.9720759,1,69200,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1412070,3,201412,2,17.575,0.9720759,1,41400,1000,3,9,9,9,9,R,R,R,R,9,9,9,9
1412071,3,201412,2,17.575,0.9720759,1,76000,1456,3,9,9,9,9,R,I,R,R,9,9,9,9
1412072,1,201412,2,2.725,0.9720759,2,71600,1568,3,2,3,1,9,R,R,R,R,R,R,R,R
1412073,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412074,5,201412,3,11.716666667,0.9720759,2,131500,2128,3,2,3,3,1,R,R,R,R,R,R,R,R
1412075,3,201412,1,35.15,1.040822726,2,35800,924,3,2,1,3,1,R,R,R,R,R,R,R,R
1412076,3,201412,2,17.575,0.9720759,1,65900,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1412077,2,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412078,2,201412,1,8.118181818,1.040822726,2,42300,924,3,2,1,3,1,I,I,I,I,I,I,I,I
1412079,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412080,4,201412,2,5.7,0.9720759,2,114000,1836,3,1,3,1,9,R,R,R,R,R,R,R,R
1412081,4,201412,2,5.7,0.9720759,2,124600,1680,3,2,3,2,1,R,R,R,R,R,R,R,R
1412082,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412083,2,201412,1,8.118181818,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412084,4,201412,2,5.7,0.9720759,2,83500,1188,3,2,1,3,1,R,R,R,R,R,R,R,R
1412085,1,201412,2,2.725,0.9720759,2,75100,1568,3,2,3,1,9,R,R,R,R,R,R,R,R
1412086,2,201412,2,4.059090909,0.9720759,1,65400,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
1412087,2,201412,1,8.118181818,1.040822726,2,42000,1120,3,2,1,1,9,R,R,R,R,R,R,R,R
1412088,3,201412,1,1.0,1.040822726,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1412089,4,201412,2,5.7,0.9720759,2,104600,1680,3,1,3,1,9,R,R,R,R,R,R,R,R
1412090,2,201412,2,4.059090909,0.9720759,2,70000,2016,3,2,3,2,1,R,R,R,R,R,R,R,R
1412091,3,201412,2,17.575,0.9720759,1,86600,1792,3,9,9,9,9,I,I,I,I,9,9,9,9
